Plant_ID,Site,Location,Quadrat,Species,Date_Planted,Date_Measured,Age_Months,Height_cm,Num_Leaves,Flowering,Num_Flowers,Condition,Notes
,Site_B,Loc_3.,Q4,Hebe speciosa,12/8/19,10/6/21,,45,116,1,14,poor,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_b,Loc 2,Q 1,Hebe speciosa,9/25/24,24-May,,56,142,y,21,average,Very little weed competition here. Natural leaf litter forming.
,Site_b,Location_1,Q2,Leptospermum scoparium,25/7/2021,4/1/22,,127,186,Y,19,very healthy,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,site_a,LOC3,Q02,Hebe speciosa,13/11/2020,04.06.21,,45,176,No,0,in decline,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_b,Loc_3,Q6,Leptospermum scoparium,12/2/23,6/23/24,,56,129,FALSE,0,Fair,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_A,Loc_1,Q4,Phormium tenax,20/2/17,5/23/17,,152,12.4,y,34,ok,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,loc_3,Q3,Leptospermum scoparium,20/3/2021,2/1/22,,77,139,FALSE,0,great condition,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_1,Q6,Phormium tenax,3/20/17,,,193,140,TRUE,8,excellent,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_A,Loc-1,Q2.,Pittosporum tenuifolium,11-Aug,09.09.19,,105,154,1,29,excellent,Condition not fully assessed; heavy rain during visit. Check at next survey.
,Site_A,Loc_3,Q5,Leptospermum scoparium,2/3/20,10/13/20,,106,236,FALSE,0,Excellent,Soil cracked around stem. Plant possibly stressed from dry conditions.
,Site B,Loc_2,Q5,Phormium tenex,25/6/17,15/10/2018,,175,257,TRUE,5,very poor,Weeds encroaching from all sides. Annual weed clear recommended.
,Site_A,Loc_1,Q3,Leptospermum scoparium,1/3/22,28/6/2022,,53,76,FALSE,0,healthy,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,SITE_A,Loc_3,Q5.,Pseudopanax crassifolius,26/7/21,1/4/22,,31,249,NO,0,poor,Weed mat placed around base. Check next visit for effectiveness.
,Site A,Loc-1,Q4,Pseudopanax crasifoluius,14-Jun,1/17/21,,56,243,Yes,9,needs attention,Old plastic bag caught in branches. Area checked for further litter.
,Site_A,loc_3,Q5,Phormium tenax,6/2/20,30/12/2020,,109,24,TRUE,1,good,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_A,Loc_4,Q3,Pittosporum tenuifolium,20/2/18,11/17/18,,67,193,Yes,34,ok,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,SITE_B,Loc_4,Q5,Leptospermum scoparium,1/11/17,23/3/19,,50,133,FALSE,8,thriving,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_B,loc_04,Q2,Pittosporum tenuifolum,15/10/2020,29/03/2022,,148,184,Yes,27,thriving,Oxalis present around base. Spreading fast; consider manual removal.
,site_B,LOC_3,Q2,Hebe speciosa,02.07.23,28/7/24,,83,100,0,0,dying,Leaf tips browning. Tradescantia present within 1m.
,SITE_B,Location_1,Q5,Pseudopanax crassifolius,3/12/21,9/10/23,,66,159,Y,15,GOOD,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_B,Loc_1,Q4,Leptospermum scoparium,11-May,8/7/25,,129,68,NO,0,looking great,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,SITE_B,Loc_3,Q05,Pittosporum tenuifolium,16-Sep,15/12/25,,65,265,y,19,healthy,Some couch grass at root zone. Otherwise healthy.
,Site_A,LOC4,Q2,Coprosma robusta,1/4/21,6-Aug,,53,267,n,0,Healthy,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_a,Loc-1,Q1,Pseudopanax crassifolius,28-Jan,24/7/2023,,39,258,No,0,very poor,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_A,LOC2,Q2,Pittosporium tenuifolium,25/10/2018,25/6/2019,,48,114,n,0,good,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_A,Loc_1,Q03,Pittosporum tenuifolium,8/8/18,30/10/2019,,47,109,N,0,excellent,Dense ground cover competing. Grass encroaching from all sides.
,site_b,Loc_3.,Q4,Coprosma robusta,19.07.19,30/4/20,,72,273,n,0,,Very little weed competition here. Natural leaf litter forming.
,site_A,loc_04,Q06,Phormium tenax,08.09.20,3/4/21,,47,245,YES,30,very healthy,Kikuyu removed during visit. Exposed root damage minor.
,site_b,Loc_2,Q6,Coprosma robusta,3-Nov,21/3/2019,,120,20,NO,0,good,Rubbish found under plant and removed. Soft soil around roots.
,site_a,Loc-2,Q6,Coprosma robusta,06.05.19,3/3/21,,48,1290,TRUE,13,excellent,Small frog observed nearby. Loam soil exposed at base.
,Site_b,Loc_4,Q03,Leptospermum scopariam,13-Dec,16-Sep,,32,135,No,7,fair,Num_Flowers count approximate; plant too dense to count accurately.
,Site_b,LOC3,quad4,Pittosporum tenuifolium,23-Oct,19/12/22,,59,70,YES,34,OK,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_B,Loc_4,Q6,Hebe speciosa,27-Jul,23/9/20,,87,260,No,0,not bad,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_A,Loc_2,Q3,Phormium tenax,19/8/2018,23/5/2019,,106,240,y,5,needs attention,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc_2,q5,Hebe speciosa,27/4/19,27/9/20,,43,246,0,0,Fair,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_a,Loc_4,Q6,Leptospermum scoparium,21/07/2022,25/5/2024,,45,200,Yes,23,could be better,Excellent specimen. Bird droppings on upper leaves; likely a perch site.
,Site_B,Loc-4,Q1.,Hebe speciosa,2/2/24,9-Dec,,160,231,FALSE,0,ok,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_a,loc_04,Q4a,Pseudopanax crassifolius,13/02/2022,15-Jan,,56,30,No,0,Excellent,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,SITE_B,LOC_1,Q3,Leptospermum scoparium,3/8/21,25/09/2022,,37,227,TRUE,33,could be better,Date_Measured not recorded; recording sheet wet. Values transcribed but date lost.
,Site_A,LOC_4,Q6,Coprosma robust,6/7/17,27-Feb,,57,238,TRUE,2,fair,Leaf tips browning. Tradescantia present within 1m.
,Site_A,Loc-2,Q4,Pittosporum tenuifolium,24/10/2023,24/9/25,,106,47,Y,26,Good,Small frog observed nearby. Loam soil exposed at base.
,Site_A,Location_4,Q2,Leptospermum scoparium,23-Oct,27/4/21,,108,32,FALSE,0,POOR,Standing water present in shallow depression 2m to south.
,Site B,Loc_1,Q6a,Pittosporum tenuifolium,4/9/20,21-Feb,,66,97,No,0,ok,Height not recorded; measuring tape misplaced during visit.
,Site_B,Loc_3,Q1,Leptospermum scoparium,2/7/22,30/1/2023,,59,263,0,0,in decline,Oxalis present around base. Spreading fast; consider manual removal.
,site_a,Loc_1,Q5a,Leptospermum scoparium,4/7/17,4/24/19,,99,,yes,22,OK,Very windy on day of measurement. Some difficulty holding height rod steady.
,site_a,LOC_2,q5,Coprosma robusta,1/5/24,13/10/25,,,245,yes,35,average,Measurement uncertain; steep ground made positioning difficult. Recheck advised.
,site_B,Loc_4,Q5a,Phormium tenax,26/7/2024,11/6/25,,92,208,y,15,Good,Small frog observed nearby. Loam soil exposed at base.
,SITE_A,loc_3,Q 4,Phormium tenax,2/19/19,28/10/2019,,107,109,TRUE,1,good,"Standing water, well draining. Plant vigorous."
,Site_A,LOC3,q2,Pittosporum tenuifolium,25/10/23,26/9/2024,,152,123,FALSE,0,healthy,Flower count unreliable; counted during windy conditions. Possibly inaccurate.
,Site_A,Loc-2,Q1,Phormium tenax,12/5/18,19/4/2019,,114,198,0,0,good,Standing water present in shallow depression 2m to south.
,Site_A,Location_3,Q2,Phormium tenax,18/7/2024,19/9/24,,125,44,y,16,Poor,Sandy topsoil exposed around base. Multiple stems.
,Site B,Loc_3,Q2,Leptospermum scoparium,2/8/20,13/11/2020,,84,-217,Y,3,good,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,Site_A,Loc_3,Q 4,Phormium tenax,19/11/2019,19/6/2020,,43,35,FALSE,0,poor,Windburn on leaves. Stem very solid.
,Site_B,Loc-4,quad3,Pseudopanax crassifolius,07.11.20,8/12/22,,,266,1,1,thriving,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_a,Loc_1,Q 1,Coprosma robusta,9/7/19,15/3/20,,36,105,N,0,looking great,Leaf tips browning. Tradescantia present within 1m.
,site_a,Loc_3,quad4,Hebe speciosa,8-Oct,6/7/20,,35,150,FALSE,0,not too bad,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,Loc_4,Q1.,Coprosma robusta,6/9/22,,,,35,FALSE,0,Fair,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,Loc_1,Q2,Hebe speciosa,18/12/2018,20/9/20,,64,83,Yes,29,Average,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,SITE_B,LOC3,Q2,Coprosma robusta,10/9/22,2/4/24,,127,90,NO,0,Fair,Weed mat placed around base. Check next visit for effectiveness.
,site_b,Loc_4,Q05,Pittosporum tenuifolium,25/12/2020,14/9/2022,,,255,FALSE,0,in decline,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_b,Location_2,Q11,Coprosma robusta,6/9/24,24/10/2025,,35,76,FALSE,0,healthy,Dappled light from pohutukawa overhead. Lichen on stem; sign of clean air.
,Site_B,Loc_l,q6,Hebe speciosa,07.10.19,26/05/2021,,,244,no,0,dying,Moderate weed pressure. Plant coping well despite competition.
,Site_A,Loc_3.,Q1.,Phormium tenax,15/02/2018,,,124,242,0,0,OK,Condition not fully assessed; heavy rain during visit. Check at next survey.
,SiteB,Loc_3,Q01,Leptospermum scoparium,8/3/17,17/10/2018,,56,,N,0,very healthy,Strong canopy developing. Good barrier effect visible at quadrat edge.
,site_b,Loc-2,Q 3,Phormium tenax,19-Oct,4/4/19,,71,168,0,0,GOOD,Bindweed at lower stem only. Removed.
,Site_B,LOC4,Q3a,Phormium tenax,03.02.24,8/5/25,,110,92,no,0,Good,Num_Flowers count approximate; plant too dense to count accurately.
,Site_A,Loc_4,Q1,Leptospermum scoparium,10/2/17,9/2/19,,68,230,No,0,Fair,Oxalis present around base. Spreading fast; consider manual removal.
,Site_B,loc_1,Q6,Pseudopanax crassifolius,7/1/17,3/5/17,,20,212,N,0,excellent,Oxalis and clover present. Competing for light at base.
,Site_A,Loc_1,Q4,Hebe speciosa,3/3/19,17.07.20,,83,70,n,0,poor,Berries present; fruiting plant.
,Site_a,Loc_1,q1,Coprosma robusta,17/07/2020,3-Jun,,42,259,n,0,not bad,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,Site_A,LOC4,Q5,Leptospermum scoparium,11/7/17,6/6/19,,125,84,1,19,not bad,Weed pressure moderate. Plant coping.
,site_b,Loc_2,Q1.,Pittosporum tenuifolium,21/01/2021,1/12/21,,124,150,No,0,OK,Grass encroaching from north. Hand pull recommended.
,Site_b,Location_3,Q1,Phormium tenax,,13-Dec,,124,239,FALSE,0,fair,Bindweed removed from stem during visit. Will recheck next survey.
,site_A,Location_1,Q1,Coprosma robusta,9/10/18,7/15/20,,136,222,FALSE,0,very healthy,Height not recorded; pole broken on site. Leaf count approximate.
,Site_B,Loc_3,q6,Coprosma robust,24/12/2021,1/12/22,,57,66,NO,0,very healthy,Oxalis and clover present. Competing for light at base.
,Site_B,LOC_1,Q5,Pseudopanax crassifolius,9/11/23,12/2/24,,42,98,N,0,looking great,Heavy kikuyu pressure from east side. Root zone likely affected.
,site_B,Loc_2,Q3,Phormium tenax,4-Aug,25/12/2023,,-69,99,FALSE,0,POOR,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,site_A,Loc_2,Q5,Pseudopanax crassifolius,24/11/21,31/1/2023,,51,268,Y,2,in decline,Not sure of species ID; leaf shape atypical for this species. Check ID next visit.
,Site_A,Loc_3,QI,Pittosporum tenuifolium,10.11.17,2/10/18,,93,86,YES,17,Excellent,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,SiteA,Location_4,Q05,Pseudopanax crassifolius,13/3/2022,13/09/2022,,69,74,YES,6,struggling,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_A,Loc_3.,Q1.,Leptospermum scoparium,27/4/2023,7/8/23,,121,272,Yes,7,fair,Wax-eye activity observed in adjacent canopy.
,site_a,Loc_3,Q3,Pseudopanax crassifolius,4/11/24,11/12/25,,28,45,YES,5,struggling,Height not recorded; measuring tape misplaced during visit.
,site_B,loc_2,quad3,Coprosma robusta,5/17/23,27/9/2023,,98,41,No,0,poor,Coastal exposure evident. Salt burn on some older leaves. Root anchoring looks strong.
,Site_A,Loc 2,Q3,Pseudopanax crassifolius,11/12/19,3/5/20,,50,164,NO,0,great condition,Very healthy. Berries present on adjacent coprosma; good fruiting season this year.
,SITE_B,LOC2,quad6,Hebe speciosa,15/3/2022,17/2/2024,,33,103,n,0,reasonable,Bindweed removed from stem during visit. Will recheck next survey.
,SITE_B,Loc_2,Q05,Hebe speciosa,6/8/19,30/9/2019,,89,56,0,0,healthy,Bindweed removed from stem during visit. Will recheck next survey.
,Site_B,Loc_2,Q2,Pseudopanax crassifolius,12/3/19,2/2/20,,29,152,Y,7,in decline,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc_1,Q4,Coprosma robusta,13/10/22,8/11/23,,25,2210,n,0,fair,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_B,loc_2,Q2,Phormium tenax,2/6/24,4/5/25,,87,219,FALSE,0,dying,Dense gorse noted 5m north. Not yet encroaching but monitoring required.
,Site_B,LOC4,Q2,Phormium tenax,1/6/18,1/2/19,,102,180,TRUE,2,reasonable,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_A,Loc_1,Q 3,Hebe speciosa,28-Dec,21/5/2023,,59,163,n,0,could be better,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,SITE_B,Loc_3,Q3,Pittosporum tenuifolium,8/1/19,15-Sep,,116,77,No,0,good,Condition not assessed; area inaccessible due to wet ground.
,site_B,Loc 2,Q6,Pittosporum tenuifolium,2-Feb,26.11.20,,-43,121,Y,13,average,Heavily shaded by dense manuka above. Etiolated growth form.
,site_A,LOC2,Q4a,Phormium tenax,16/7/2018,27.02.20,,108,176,FALSE,0,good,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_B,LOC3,Q3,Pseudopanax crassifolius,27/1/19,16/11/2020,,37,162,Y,17,could be better,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,LOC2,Q4,Pittosporum tenuifolium,12-Nov,24/5/24,,146,94,FALSE,0,looking great,Gecko under adjacent rock. No new growth concerns.
,site_a,Loc_3,Q01,Phormium tenax,7/20/18,10/3/20,,151,214,FALSE,0,could be dead,Gecko under adjacent rock. No new growth concerns.
,Site_A,Loc_1,quad3,Leptospermum scoparium,17/6/2022,17/11/23,,120,25,TRUE,20,,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_A,Location_4,Q4.,Phormium tenax,7/3/19,14/9/2020,,136,160,yes,20,not bad,Num_Flowers count approximate; plant too dense to count accurately.
,Site_A,Loc_3,q5,Pittosporum tenuifolium,11/4/20,19/6/21,,46,148,No,0,dying,Condition not fully assessed; heavy rain during visit. Check at next survey.
,site_a,Loc_2,Q3,Pseudopanax crassifolius,10/11/21,24/5/2023,,38,255,1,16,needs attention,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_a,Loc 2,q4,Phormium tenax,25/12/18,20.07.20,,130,220,TRUE,14,needs attention,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,loc_2,q2,Hebe speciosa,20-Apr,11/4/20,,64,144,YES,4,very healthy,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,Loc_4,Q1,Phormium tenax,14/4/2017,26/6/17,,83,104,TRUE,31,looking great,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,SITE_A,Loc_3,Q05,Hebe speciosa,15/10/2023,1/2/25,,54,192,y,10,Fair,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,loc_2,Q6,Coprosma robusta,14.12.24,18-Sep,,46,175,N,0,needs attention,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site B,Loc_3,quad4,Phormium tenax,12/8/20,17/9/2021,,45,233,0,7,healthy,Oxalis and clover present. Competing for light at base.
,site_B,Loc_1,Q4,Coprosma robust,23/11/2021,1/23/23,,53,400,FALSE,0,very healthy,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_B,Location_1,Q3,Hebe speciosa,12/5/20,1/5/22,,34,137,TRUE,26,needs attention,Height not recorded; pole broken on site. Leaf count approximate.
,SITE_B,loc_04,q3,Pittosporum tenuifolium,11.11.23,12.08.25,,94,186,Y,12,dying,Weed pressure moderate. Plant coping.
,Site_A,LOC_2,Q2,Pseudopanax crassifolius,10-Oct,02.02.25,,51,88,TRUE,1,Fair,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_B,Loc_1,Q4,Phormium tenax,28/9/2019,12/7/20,,123,187,n,0,GOOD,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_B,loc_2,Q1,Hebe speciosa,27/1/24,30/09/2024,,87,94,FALSE,0,reasonable,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_B,Loc_3,Q04,Leptospermum scoparium,13/7/22,3/4/24,,73,116,YES,16,thriving,Leaf count may be inflated; plant very bushy with dense branching. Recount recommended.
,SiteB,Loc_2,q2,Pseudopanax crassifolius,10/2/20,28/7/2021,,62,512,1,1,reasonable,Pukeko tracks in mud nearby. Ground cover looking healthy.
,Site_A,loc_3,Q5,Pittosporum tenuifolium,21/5/22,29/4/24,,125,175,0,0,very healthy,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_A,loc_04,q3,Pittosporum tenuifolium,9/7/22,10/3/23,,101,198,Yes,15,thriving,Percentage_Cover difficult to assess on steep slope. Value may be under/overestimated.
,Site_B,Loc_4,Q4,Phormium tenax,1/26/22,25/1/2024,,-157,71,y,24,fair,Weed pressure reducing light to lower leaves. Growth slowing.
,Site_A,Loc_2,Q4,Pseudopanex crassifolius,13/4/2022,19/1/2024,,61,120,no,0,very poor,Gecko under adjacent rock. No new growth concerns.
,Site_B,Loc_4,Q3,Coprosma robusta,02.12.18,27/5/2020,,95,209,YES,6,good,Height not recorded; measuring tape misplaced during visit.
,Site_A,Loc_3.,Q6,Leptospermum scoparium,20-Mar,22/10/2020,,83,244,0,0,Reasonable,Windburn on leaves. Stem very solid.
,site_a,Loc_4,Q5,Coprosma robusta,,24/8/17,,117,241,N,0,dying,Bellbird observed in adjacent canopy. Vigorous; multiple flower spikes developing.
,SiteB,Loc_l,Q5,Hebe speciosa,14/7/2017,30/11/2017,,57,196,yes,22,thriving,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,site_b,Loc_2,q6,Hebe species,2/7/20,9/1/21,,69,230,TRUE,29,POOR,Weed pressure reducing light to lower leaves. Growth slowing.
,SITE_A,Loc_4,Q5,Leptospermum scoparium,22/7/2018,24/9/2019,,121,24,FALSE,0,Fair,Sandy topsoil exposed around base. Multiple stems.
,SiteA,Loc_l,Q6a,Coprosma robusta,1/7/22,14/1/24,,69,148,No,0,Average,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,Site_A,Location_1,Q 3,Hebe speciosa,8/9/17,19/11/2018,,75,276,no,0,Fair,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,SiteA,LOC_3,Q3,Coprosma robusta,28/5/21,26/1/2023,,121,262,TRUE,9,Average,Rubbish found under plant and removed. Soft soil around roots.
,Site B,Loc 2,Q5.,Leptospermum scoparium,1/1/19,20/12/2019,,123,153,N,0,healthy,Weed mat placed around base. Check next visit for effectiveness.
,Site_B,Loc_2,Q 6,Coprosma robusta,1/12/24,,,138,19,TRUE,1,Average,Kikuyu removed during visit. Exposed root damage minor.
,Site_A,loc_4,Q1.,Hebe speciosa,20/8/2022,3/12/23,,55,43,TRUE,16,ok,Grass encroaching from north. Hand pull recommended.
,Site_B,Loc_2,Q4,Pseudopanax crassifolius,19/8/2023,25-Feb,,24,42,FALSE,0,in decline,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_A,Loc_4,Q5.,Pittosporum tenuifolium,20/5/2024,12/10/25,,107,268,NO,0,Poor,Tradescantia coverage increasing rapidly. Urgent attention needed.
,Site_B,loc_4,Q2,Pittosporum tenuifolium,1/3/20,14/8/2021,,104,224,TRUE,22,Good,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site_b,Loc_1,Q03,Pseudopanax crassifolius,13/7/21,3/9/22,,54,276,YES,31,healthy,Leaf tips browning. Tradescantia present within 1m.
,Site_A,Loc_1,Q3,Phormium tenax,26/5/19,6/8/20,,185,386,n,0,Healthy,Height not recorded; pole broken on site. Leaf count approximate.
,Site_B,LOC_4,Q02,Pittosporum tenuifolium,28-Jan,13/1/2021,,82,179,FALSE,0,thriving,Standing water present in shallow depression 2m to south.
,Site_b,Loc_1,Q5,Pseudopanax crassifolius,20.01.17,21/10/2017,,25,280,yes,2,dying,Sedge competition at base but manageable.
,Site_B,Loc-4,Q6,Pseudopanax crassifolius,1/5/22,25/2/2023,,55,1040,TRUE,18,Healthy,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_A,loc_4,Q5.,Leptospermum scoparium,15-Jul,27-Oct,,38,37,FALSE,0,very healthy,Dense leaf litter around base approximately 4cm deep. Strong canopy overhead.
,Site_B,loc_4,Q1,Phormium tenax,,20/5/23,,77,93,TRUE,15,Healthy,Kikuyu grass dense within 50cm of base. Ground cover competing strongly.
,Site_A,LOC2,Q3.,Phormium tenax,26/7/2021,29/8/22,,53,51,Yes,10,Fair,Heavily shaded by dense manuka above. Etiolated growth form.
,site_a,Loc_1,Q4,Leptospermum scoparium,25/9/2024,13/9/2025,,60,193,0,0,very healthy,Very exposed ridge position. Windburn on uppermost leaves. Stem diameter looks good.
,SiteA,Location_4,Q3,Pittosporum tenuifolium,12/1/24,1/2/25,,47,152,YES,25,healthy,Height measurement may be in error; recheck next visit. Loam soil exposed at base.
,Site_B,Loc-1,Q 3,Phormium teanx,8/5/19,31/1/2021,,53,53,TRUE,18,Healthy,Possibly dead; no new growth visible. Bark peeling from lower stem. Check at next visit.
,Site_A,Loc_l,Q6,Pseudopanax crassifolius,25.12.24,6/7/25,,67,108,FALSE,0,poor,Gecko under adjacent rock. No new growth concerns.
,Site_B,LOC2,Q05,Hebe speciosa,23/1/2017,25/5/2018,,25,83,N,0,POOR,Oxalis and clover present. Competing for light at base.
,Site_A,loc_4,q4,Coprosma robusta,10/7/24,08.09.25,,140,184,Yes,9,healthy,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_A,loc_04,q4,Coprosma robusta,13-Nov,28/5/2023,,49,201,TRUE,7,Fair,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site_B,Loc_2,Q5,Pittosporum tenuifolium,24/11/2020,28/10/22,,37,38,FALSE,0,ok,Couch grass competition at edge of root zone. Plant maintaining itself.
,Site_A,loc_3,Q11,Hebe speciosa,22/1/20,2-Jun,,90,164,TRUE,11,thriving,Height not recorded; measuring tape misplaced during visit.
,Site_A,Loc_3,Q5.,Leptospermum scoparium,5/7/19,25/8/2020,,103,134,y,0,very healthy,Gecko under adjacent rock. No new growth concerns.
,Site_b,LOC_3,q6,Pseudopannax crassifolius,17.12.18,21/10/20,,50,266,NO,0,great condition,Multiple crowns present; measured tallest. Sandy topsoil exposed around base.
,Site_A,loc_1,Q1,Leptospermum scoparium,23/2/2020,24/9/2020,,105,528,TRUE,12,poor,Heavily shaded by dense manuka above. Etiolated growth form.
,Site_B,LOC_2,Q1,Pittosporum tenuifolium,4/12/18,4/6/19,,63,257,No,0,thriving,Bindweed on lower branches. Condition hard to assess through weed cover.
,Site_b,Loc_2,Q06,Leptospermum scoparium,13-Nov,1-Apr,,80,91,y,6,struggling,Kikuyu rhizomes present beneath mulch layer. Difficult to assess root competition.
,Site_B,Location_1,Q4a,Phormium tenax,,1/11/23,,146,132,TRUE,32,not too bad,Very little weed competition here. Natural leaf litter forming.
,site_b,Loc-1,Q2,Hebe speciosa,5/8/22,3/1/23,,20,158,n,0,Poor,"Standing water, well draining. Plant vigorous."
,SITE_A,Loc_1,Q2,Phormium tenax,7/11/18,,,174,201,YES,4,not bad,Couch grass competition at edge of root zone. Plant maintaining itself.
,SITE_A,Loc_3,Q2,Leptospermum scoparium,27-Jun,19/9/2018,,92,160,n,0,reasonable,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,Site_A,Loc_3,Q4,Pseudopanax crassifolius,23/2/18,11/28/18,,56,138,No,0,healthy,Old plastic bag caught in branches. Area checked for further litter.
,Site_B,LOC_1,q2,Leptospermum scoparium,15/6/2019,15/10/2019,,121,198,FALSE,0,not great,Percentage_Cover hard to assess; dense grass cover makes boundary unclear.
,Site_A,Loc_1,Q6a,Leptospermum scoparium,11/6/17,8/1/18,,125,175,0,0,Good,Sandy topsoil exposed around base. Multiple stems.
,Site_B,Loc_4,Q02,Pittosporum tenuifolium,11/8/22,8/5/24,,77,231,no,0,poor,Oxalis and clover present. Competing for light at base.
,Site_b,Loc_4,Q5,Pitosporum tenuifolium,25/8/18,3/6/20,,159,208,NO,0,Average,Weed mat placed around base. Check next visit for effectiveness.
,Site_A,Loc_1,Q4.,Coprosma robusta,3/5/23,29/11/24,,139,41,y,23,poor,Ferns growing adjacent; good habitat complexity developing. Soil moist.
,SiteB,Loc-4,Q2,Pitosporum tenuifolium,6/3/22,17/2/2023,,80,108,No,0,ok,Weeds encroaching from all sides. Annual weed clear recommended.
,SITE_A,LOC4,Q 1,Pittosporum tenuifolium,14/7/2023,2/24/25,,65,139,no,0,average,Kikuyu removed during visit. Exposed root damage minor.
,Site_B,Location_2,Q3a,Coprosma robusta,28/1/2023,27.02.24,,,154,FALSE,0,very healthy,Moderate weed pressure. Plant coping well despite competition.
,Site_B,Loc_1,Q5,Coprosma robusta,6-Jan,4/8/22,,134,18,0,0,excellent,Gecko under adjacent rock. No new growth concerns.
,Site_B,LOC_1,Q6,Pittosporum tenuifolium,23/7/2022,21/8/2023,,57,253,y,8,very poor,Heavily suppressed by surrounding vegetation. No new growth visible this visit.
,Site_A,loc_3,Q2,Hebe speciosa,27/8/19,17/8/2021,,84,490,yes,8,dying,Heavy kikuyu pressure from east side. Root zone likely affected.
,Site A,Loc_2,Q11,Hebe speciosa,5/4/20,24-Nov,,39,-104,TRUE,6,needs attention,Strong canopy developing. Good barrier effect visible at quadrat edge.
,Site A,Loc-1,Q5,Pitosporum tenuifolium,5/23/18,5/10/19,,31,45,N,0,struggling,Windburn on leaves. Stem very solid.
,Site_B,Loc_4,Q3.,Hebe speciosa,3/12/19,18.08.21,,76,46,Y,10,great condition,Leaf litter accumulating around base. Sign of establishing well.
,Site_B,Location_4,Q1,Hebe specios,12/7/20,23/4/2022,,74,39,TRUE,0,in decline,Soil cracked around stem. Plant possibly stressed from dry conditions.
,site_A,Loc-3,Q2,Leptospermum scoparium,2/2/18,5/7/18,,27,169,TRUE,26,Average,Bindweed wrapped around lower branch. Removed during visit.
